Unnamed: 0,认购日期,产品起息日,产品到息日,产品期限,认购金额(万元),产品发行方名称,理财产品名称,sample_id,实际购买公司名称,理财类型,资金来源,实际购买公司和上市公司关系,买卖方是否有关联关系
3612,,,,,4000,中国光大银行股份有限公司,2017年对公结构性存款统发第八十六期产品1,18875,安徽江南化工股份有限公司,结构性存款,自筹资金,公司本身,否
3613,,,,nan天,22000,杭州银行股份有限公司,杭州银行股份有限公司“添利宝”结构性存款产品,18876,安徽江南化工股份有限公司,结构性存款,自筹资金,公司本身,否
3614,,,,,4000,中国光大银行股份有限公司,2017年结构性存款对公统发第十三期产品001,18877,安徽江南化工股份有限公司,结构性存款,自筹资金,公司本身,否
3615,,,,nan天,12000,中国建设银行安徽省分行,中国建设银行安徽省分行“乾元”保本型人民币2017年第,18878,安徽江南化工股份有限公司,银行理财产品,自筹资金,公司本身,否
3616,,,,nan天,24000,中信银行股份有限公司,中信理财之共赢保本步步高升B款人民币理财产品,18879,安徽江南化工股份有限公司,银行理财产品,自筹资金,公司本身,否
3617,,,,91天,1000,杭州银行股份有限公司合肥分行,“幸福99”卓越稳赢(尊享)开放式银行理财计划第170766,18879,安徽江南化工股份有限公司,银行理财产品,自筹资金,公司本身,否
3618,,,,,1000,杭州银行股份有限公司合肥分行,“幸福99”卓越稳盈(尊享)开放式银行理财计划第17054期,18880,安徽江南化工股份有限公司宁国分公司,银行理财产品,自筹资金,公司本身,否
3619,,,,nan天,3000,中信银行股份有限公司合肥分行,中信理财之共赢利率结构17139期人民币结构性理财产品,18881,安徽江南化工股份有限公司,银行理财产品,自筹资金,公司本身,否
3620,,,,,4000,中国光大银行股份有限公司,2017年对公结构性存款统发第三十二期产品2,18882,安徽江南化工股份有限公司,结构性存款,自筹资金,公司本身,否
3621,,,,,1000,杭州银行股份有限公司合肥分行,“幸福99”卓越稳盈第16178期预约90天型理财产品,18883,安徽江南化工股份有限公司宁国分公司,银行理财产品,自筹资金,公司本身,否
3622,,,,,1000,杭州银行股份有限公司合肥分行,“幸福99”卓越稳盈第16178期预约90天型理财产品,18883,安徽江南化工股份有限公司宁国分公司,银行理财产品,自筹资金,公司本身,否
3623,,,,,12000,中国建设银行股份有限公司,乾元保本型2016年第18期,18884,安徽江南化工股份有限公司,银行理财产品,自筹资金,公司本身,否
3624,,,,91天,24000,中信银行股份有限公司杭州分行湖墅营业部,中信理财之共赢保本周期91天理财产品,18884,安徽江南化工股份有限公司,银行理财产品,自有资金,公司本身,否
3625,,,,,6000,交通银行股份有限公司辽宁省分行营业部,“蕴通财富·日增利”S款,18884,安徽江南化工股份有限公司,银行理财产品,自有资金,公司本身,否
3626,,,,,4000,中国光大银行股份有限公司,2016年对公结构性存款统发第一二六期产品4,18884,安徽江南化工股份有限公司,结构性存款,自筹资金,公司本身,否
3627,,,,,22000,杭州银行股份有限公司合肥分行,“添利宝”结构性存款,18884,安徽江南化工股份有限公司,结构性存款,自筹资金,公司本身,否
3628,,,,2天,5000,中信银行股份有限公司郑州分行,共赢利率结构23869期人民币结构性存款产品,18896,三全食品股份有限公司,结构性存款,自筹资金,公司本身,否
3629,,,,,5000,中国光大银行股份有限公司郑州分行中原路支行,2019年对公结构性存款定制第一期产品229,18896,三全食品股份有限公司,结构性存款,自筹资金,公司本身,否
3630,,,,,7000,中国光大银行股份有限公司郑州中原路支行,2018年对公结构性存款定制第十一期产品204,18897,三全食品股份有限公司,结构性存款,自筹资金,公司本身,否
3631,,,,nan天,10000,中原银行,中原银行2018年机构第45期利率型结构性存款产品,18898,三全食品股份有限公司,结构性存款,自有资金,公司本身,否
3632,,,,nan天,7000,上海浦东发展银行,上海浦东发展银行利多多对公结构性存款固定持有期JG903期,18899,三全食品股份有限公司,结构性存款,自筹资金,公司本身,否
3633,,,,,2000,交通银行郑州东风路支行,蕴通财富·日增利83天,18900,三全食品股份有限公司,银行理财产品,自有资金,公司本身,否
3634,,,,nan天,10000,上海浦东发展银行,上海浦东发展银行利多多对公结构性存款2018年JG214期,18901,三全食品股份有限公司,结构性存款,自有资金,公司本身,否
3635,,,,90天,10000,,蕴通财富·日增利90天,18901,三全食品股份有限公司,银行理财产品,自有资金,公司本身,否
3636,,,,,3000,交通银行郑州东风路支行,蕴通财富·日增利93天,18902,三全食品股份有限公司,银行理财产品,自筹资金,公司本身,否
3637,,,,nan天,4000,浦发银行,上海浦东发展银行利多多对公结构性存款2017年JG0587期,18903,三全食品股份有限公司,结构性存款,自有资金,公司本身,否
3638,,,,171天,10000,交通银行郑州东风路支行,蕴通财富·日增利171天,18904,三全食品股份有限公司,银行理财产品,自有资金,公司本身,否
3639,,,,,5000,光大银行,2017年对公结构性存款统发第二十二期产品2,18905,三全食品股份有限公司,结构性存款,自筹资金,公司本身,否
3640,,,,nan天,5000,中国光大银行,中国光大银行2016年对公结构性存款定制第十一期产品25,18906,三全食品股份有限公司,结构性存款,自筹资金,公司本身,否
3641,,,,nan天,5000,浦发银行,上海浦东发展银行利多多对公结构性存款2016年JG336期,18907,三全食品股份有限公司,结构性存款,自筹资金,公司本身,否
3642,,,,nan天,2000,中国工商银行,中国工商银行“日升月恒”收益递增型法人人民币理财产品,18917,上海丰华(集团)股份有限公司,银行理财产品,自有资金,公司本身,否
3643,,,,nan天,48000,厦门信托,厦门信托-丰华1号投资单一资金信托,18918,上海丰华(集团)股份有限公司,信托,自有资金,公司本身,否
3644,,,,nan天,48000,厦门信托,厦门信托-丰华1号投资单一资金信托,18919,上海丰华(集团)股份有限公司,信托,自有资金,公司本身,否
3645,,,,nan天,10000,中国工商银行,中国工商银行法人专属60天增利理财产品,18920,上海丰华(集团)股份有限公司,银行理财产品,自有资金,公司本身,否
3646,,,,nan天,7000,中国工商银行,中国工商银行法人客户40天增利人民币理财产品,18921,上海丰华(集团)股份有限公司,银行理财产品,自有资金,公司本身,否
3647,,,,nan天,32000,中国工商银行,中国工商银行“日升月恒”收益递增型法人人民币理财产品,18923,上海丰华(集团)股份有限公司,银行理财产品,自有资金,公司本身,否
3648,,,,nan天,17000,中国工商银行,中国工商银行法人客户40天增利人民币理财产品,18924,上海丰华(集团)股份有限公司,银行理财产品,自有资金,公司本身,否
3649,,,,nan天,27000,中国工商银行,中国工商银行法人专属42天稳利理财产品和中国工商银行法,18925,上海丰华(集团)股份有限公司,银行理财产品,自有资金,公司本身,否
3650,,,,nan天,29000,中国工商银行,中国工商银行法人专属60天增利理财产品,18926,上海丰华(集团)股份有限公司,银行理财产品,自有资金,公司本身,否
3651,,,,nan天,22000,中国工商银行,中国工商银行“日升月恒”收益递增型法人人民币理财产品,18927,上海丰华(集团)股份有限公司,银行理财产品,自有资金,公司本身,否
3652,,,,nan天,10000,中国工商银行,中国工商银行“周周分红”超短期法人人民币理财产品,18928,上海丰华(集团)股份有限公司,银行理财产品,自有资金,公司本身,否
3653,,,,nan天,22000,中国工商银行,中国工商银行法人客户40天增利人民币理财产品,18928,上海丰华(集团)股份有限公司,银行理财产品,自有资金,公司本身,否
3654,,,,nan天,10000,中国工商银行,中国工商银行“周周分红”超短期法人人民币理财产品,18929,上海丰华(集团)股份有限公司,银行理财产品,自有资金,公司本身,否
3655,,,,nan天,22000,中国工商银行,中国工商银行“日升月恒”收益递增型法人人民币理财产品,18930,上海丰华(集团)股份有限公司,银行理财产品,自有资金,公司本身,否
3656,,,,31天,5000,中信银行股份有限公司葫芦岛分行,共赢利率结构22964期人民币结构性存款产品,18931,山东先达农化股份有限公司,结构性存款,自筹资金,公司本身,否
3657,2018-10-19,2018-10-19,,,8500,中信银行股份有限公司葫芦岛分行,共赢利率结构22367期人民币结构性存款产品,18932,山东先达农化股份有限公司,结构性存款,自筹资金,公司本身,否
3658,2018-09-14,2018-09-14,,,8500,中信银行股份有限公司葫芦岛分行,共赢利率结构21796期人民币结构性存款产品,18933,山东先达农化股份有限公司,结构性存款,自筹资金,公司本身,否
3659,,,,nan天,5000,中国银行股份有限公司葫芦岛分行,中银保本理财-人民币按期开放理财产品,18934,山东先达农化股份有限公司,银行理财产品,自筹资金,公司本身,否
3660,2018-08-10,2018-08-10,,,9000,中信银行股份有限公司葫芦岛分行,共赢利率结构21289期人民币结构性存款产品,18935,山东先达农化股份有限公司,结构性存款,自筹资金,公司本身,否
3661,,,,nan天,6000,中国银行股份有限公司葫芦岛分行,中银保本理财-人民币按期开放理财产品,18936,山东先达农化股份有限公司,银行理财产品,自筹资金,公司本身,否
3662,2018-07-06,2018-07-06,,,10000,中信银行股份有限公司葫芦岛分行,共赢利率结构20699期人民币结构性存款产品,18937,山东先达农化股份有限公司,结构性存款,自筹资金,公司本身,否
3663,,,,nan天,11800,中信银行股份有限公司济南分行,中信理财之共赢利率结构19835期人民币结构性理财产品,18938,山东先达农化股份有限公司,银行理财产品,自筹资金,公司本身,否
3664,,,,,7900,中国光大银行股份有限公司济南分行,2018年对公结构性存款定制第四期产品24,18939,山东先达农化股份有限公司,结构性存款,自筹资金,公司本身,否
3665,,,,nan天,11600,中信银行股份有限公司济南分行,中信理财之共赢利率结构18373期人民币结构性理财产品,18941,山东先达农化股份有限公司,银行理财产品,自筹资金,控股参股公司,否
3666,,,,,7800,中国光大银行股份有限公司济南分行,2017年对公结构性存款统发第一一四期产品3,18942,山东先达农化股份有限公司,结构性存款,自筹资金,控股参股公司,否
3667,,,,nan天,11600,中信银行股份有限公司济南分行,中信理财之共赢利率结构18118期人民币结构性理财产品,18943,山东先达农化股份有限公司,银行理财产品,自筹资金,控股参股公司,否
3668,,,,,7800,中国光大银行股份有限公司济南分行,2017年对公结构性存款统发第一零四期产品1,18944,山东先达农化股份有限公司,结构性存款,自筹资金,公司本身,否
3669,,,,,500,北京银行股份有限公司,稳健系列人民币92天期限银行间保证收益理财产品,18946,北京东方中科集成科技股份有限公司,银行理财产品,自有资金,公司本身,否
3670,,,,,1800,中国民生银行股份有限公司,挂钩利率结构性存款,18946,北京东方中科集成科技股份有限公司,结构性存款,自有资金,公司本身,否
3671,,,,,2000,中国民生银行股份有限公司,挂钩利率结构性存款,18946,北京东方中科集成科技股份有限公司,结构性存款,自有资金,公司本身,否
3672,2017-03-31,2017-03-31,,,1000,广发银行股份有限公司,“薪加薪16号”人民币理财计划,18946,北京东方中科集成科技股份有限公司,银行理财产品,自有资金,公司本身,否
3673,2017-03-31,2017-03-31,,,500,广发银行股份有限公司,“薪加薪16号”人民币理财计划,18946,北京东方中科集成科技股份有限公司,银行理财产品,自有资金,公司本身,否
3674,,,,,1500,中国民生银行股份有限公司上海分行,与利率挂钩的结构性产品,18947,北京东方中科集成科技股份有限公司,银行理财产品,自筹资金,公司本身,否
3675,,,,,1500,中国民生银行股份有限公司上海分行,与利率挂钩的结构性产品,18947,北京东方中科集成科技股份有限公司,银行理财产品,自筹资金,公司本身,否
3676,,,,,1000,北京银行股份有限公司,稳健系列人民币92天期限银行间保证收益理财产品,18947,北京东方中科集成科技股份有限公司,银行理财产品,自有资金,公司本身,否
3677,2018-04-11,2018-04-11,,,2500,南京银行股份有限公司,“珠联璧合-季季稳鑫1号”保本保收益型人民币理财产品,18948,北京东方中科集成科技股份有限公司,银行理财产品,自有资金,公司本身,否
3678,2017-01-05,2017-01-05,,,1000,北京银行南京分行,“稳健系列人民币92天期限银行间保证收益理财产品”,18948,北京东方中科集成科技股份有限公司,银行理财产品,自有资金,公司本身,否
3679,,,,,1500,北京银行股份有限公司,稳健系列人民币92天期限银行间保证收益理财产品,18949,,银行理财产品,自筹资金,公司本身,否
3680,2018-01-05,2018-01-05,,,2000,南京银行股份有限公司,“珠联璧合-季稳鑫1号”保本人民币理财产品,18949,北京东方中科集成科技股份有限公司,银行理财产品,自筹资金,公司本身,否
3681,2017-03-31,2017-03-31,,,2000,广发银行股份有限公司,“薪加薪16号”人民币理财计划,18951,北京东方中科集成科技股份有限公司,银行理财产品,自有资金,控股参股公司,否
3682,2017-03-31,2017-03-31,,,3000,广发银行股份有限公司,“薪加薪16号”人民币理财计划,18952,北京东方中科集成科技股份有限公司,银行理财产品,自有资金,公司本身,否
3683,2017-04-07,2017-04-07,,,3000,南京银行股份有限公司,“珠联璧合-季季稳鑫1号”保本人民币理财,18952,北京东方中科集成科技股份有限公司,银行理财产品,自有资金,公司本身,否
3684,,,,nan天,10000,交通银行,交通银行蕴通财富结构性存款184天,18968,钱江水利开发股份有限公司,结构性存款,自有资金,公司本身,否
3685,,,,nan天,11000,申万宏源,申万宏源证券金樽专项99期收益凭证产品,18969,钱江水利开发股份有限公司,证券公司理财产品,自有资金,公司本身,否
3686,,,,nan天,7000,中银国际证券股份有限公司,中银证券锦鲤—收益宝B209号,18969,钱江水利开发股份有限公司,证券公司理财产品,自有资金,公司本身,否
3687,,,,nan天,5000,申万宏源证券,申万宏源证券金樽596期(31天)收益凭证产品,18970,钱江水利开发股份有限公司,证券公司理财产品,自有资金,公司本身,否
3688,,,,nan天,10000,中银国际证券股份有限公司,中银证券锦鲤—收益宝B178号,18970,钱江水利开发股份有限公司,证券公司理财产品,自有资金,公司本身,否
3689,,,,nan天,15000,南洋商业银行,“汇益达1号”汇率挂钩保本结构性人民币存款产品,18971,钱江水利开发股份有限公司,结构性存款,自有资金,公司本身,否
3690,,,,nan天,6000,兴业银行,兴业银行企业金融结构性存款,18973,钱江水利开发股份有限公司,结构性存款,自有资金,公司本身,否
3691,,,,nan天,17000,海通证券股份有限公司,海通证券“一海通财.理财宝”系列收益凭证尊享版182天期,18975,钱江水利开发股份有限公司,证券公司理财产品,自有资金,公司本身,否
3692,,,,nan天,6000,厦门国际银行股份有限公司上海分行,人民币“步步为赢”结构性存款产品第17457期,18975,钱江水利开发股份有限公司,结构性存款,自有资金,公司本身,否
3693,,,,nan天,7500,中国民生银行股份有限公司,民生银行“非凡资产管理.91天安赢第137期对公款”,18976,钱江水利开发股份有限公司,银行理财产品,自筹资金,公司本身,否
3694,,,,nan天,7000,中国民生银行股份有限公司,非凡资产管理91天安赢系列理财产品,18978,钱江水利开发股份有限公司,银行理财产品,自筹资金,控股参股公司,否
3695,,,,nan天,8800,渤海银行股份有限公司武汉分行,渤海银行S17106号结构性存款理财产品,19019,湖北省广播电视信息网络股份有限公司,结构性存款,自筹资金,公司本身,否
3696,,,,nan天,7000,渤海银行股份有限公司武汉分行,渤海银行S16343号结构性存款理财产品,19020,湖北省广播电视信息网络股份有限公司,结构性存款,自筹资金,公司本身,否
3697,,,,nan天,100003.8,湖北银行股份有限公司总行营业部,湖北银行“紫气东来·期限固定-本稳赢”法人,19023,湖北省广播电视信息网络股份有限公司,银行理财产品,自筹资金,公司本身,否
3698,,,,nan天,2000,中国银行股份有限公司潮州分行,中银平稳理财计划—智荟系列(广东),19055,广东松发陶瓷股份有限公司,银行理财产品,自有资金,公司本身,否
3699,,,,nan天,25000,上海浦东发展银行股份有限公司,上海浦东发展银行利多多公司19JG1220期人民币对公结构性存款,19060,比音勒芬服饰股份有限公司,结构性存款,自筹资金,公司本身,否
3700,,,,nan天,5000,上海浦东发展银行股份有限公司,上海浦东发展银行利多多对公结构性存款固定持有期JG901期,19062,比音勒芬服饰股份有限公司,结构性存款,自筹资金,公司本身,否
3701,,,,nan天,5000,上海浦东发展银行股份有限公司,上海浦东发展银行利多多对公结构性存款固定持有期JG902期,19062,比音勒芬服饰股份有限公司,结构性存款,自筹资金,公司本身,否
3702,,,,nan天,20000,上海浦东发展银行股份有限公司,上海浦东发展银行利多多对公结构性存款固定持有期JG902期,19063,比音勒芬服饰股份有限公司,结构性存款,自筹资金,公司本身,否
3703,,,,nan天,5000,上海浦东发展银行股份有限公司,上海浦东发展银行利多多对公结构性存款固定持有期JG903期,19064,比音勒芬服饰股份有限公司,结构性存款,自有资金,公司本身,否
3704,,,,nan天,5000,上海浦东发展银行股份有限公司,上海浦东发展银行利多多对公结构性存款固定持有期JG902期,19065,比音勒芬服饰股份有限公司,结构性存款,自有资金,控股参股公司,否
3705,,,,nan天,10000,上海浦东发展银行股份有限公司,上海浦东发展银行利多多公司18JG2272期人民币对公结构性存款,19066,比音勒芬服饰股份有限公司,结构性存款,自筹资金,公司本身,否
3706,,,,nan天,1400,中国光大银行股份有限公司福州分行,中国光大银行结构性存款,19078,海欣食品股份有限公司,结构性存款,自筹资金,公司本身,否
3707,,,,nan天,4100,中国光大银行股份有限公司福州分行,中国光大银行结构性存款,19079,海欣食品股份有限公司,结构性存款,自筹资金,公司本身,否
3708,,,,nan天,1529,中国民生银行股份有限公司,中国民生银行人民币结构性存款,19080,海欣食品股份有限公司,结构性存款,自筹资金,公司本身,否
3709,,,,nan天,1000,中国光大银行股份有限公司福州分行,中国光大银行结构性存款,19081,海欣食品股份有限公司,结构性存款,自筹资金,公司本身,否
3710,,,,nan天,1400,中国光大银行股份有限公司福州分行,中国光大银行结构性存款,19082,海欣食品股份有限公司,结构性存款,自筹资金,公司本身,否
3711,,,,nan天,4000,中国光大银行股份有限公司福州分行,中国光大银行结构性存款,19083,海欣食品股份有限公司,结构性存款,自筹资金,公司本身,否
3712,,,,nan天,1510,,中国民生银行人民币结构性存款,19084,海欣食品股份有限公司,结构性存款,自筹资金,控股参股公司,否
3713,,,,nan天,1499,,中国民生银行人民币结构性存款,19085,海欣食品股份有限公司,结构性存款,自筹资金,公司本身,否
3714,,,,nan天,1300,中国光大银行股份有限公司福州分行,中国光大银行结构性存款,19086,海欣食品股份有限公司,结构性存款,自筹资金,公司本身,否
3715,,,,nan天,1000,中国光大银行股份有限公司福州分行,中国光大银行结构性存款,19087,海欣食品股份有限公司,结构性存款,自筹资金,公司本身,否
3716,,,,nan天,4000,中国光大银行股份有限公司福州分行,中国光大银行结构性存款,19088,海欣食品股份有限公司,结构性存款,自筹资金,公司本身,否
3717,2016-07-05,2016-07-05,,,1500,中国民生银行股份有限公司福州东街支行,非凡资产管理65天安赢第107期,19089,海欣食品股份有限公司,银行理财产品,自有资金,公司本身,否
3718,,,,nan天,1000,中国光大银行股份有限公司福州分行,中国光大银行结构性存款,19090,海欣食品股份有限公司,结构性存款,自筹资金,公司本身,否
3719,2016-04-15,2016-04-15,,,1500,中国民生银行股份有限公司福州东街支行,非凡资产管理35天安赢第095期,19091,海欣食品股份有限公司,银行理财产品,自有资金,公司本身,否
3720,,,,nan天,4000,中国光大银行股份有限公司,中国光大银行结构性存款,19092,海欣食品股份有限公司,结构性存款,自筹资金,公司本身,否
3721,2016-02-25,2016-02-25,,,1570,中国民生银行股份有限公司福州东街支行,非凡资产管理35天安赢第088期,19093,海欣食品股份有限公司,银行理财产品,自有资金,公司本身,否
3722,,,,nan天,2000220176,兴业银行股份有限公司天津分行,兴业银行“金雪球-优悦”保本开放式人民币理财产品,19103,,银行理财产品,自筹资金,公司本身,否
3723,,,,nan天,25000,兴业银行股份有限公司天津分行,兴业银行人民币常规机构理财计划,19104,天津九安医疗电子股份有限公司,银行理财产品,自筹资金,公司本身,否
3724,,,,,1500,九江天赐与浦发银行九江分行,公司固定持有期JG901期,19105,广州天赐高新材料股份有限公司,银行理财产品,自筹资金,公司本身,否
3725,,,,,2000,兴业银行广州环市东支行,“金雪球—优悦”保本开放式人民币理财产品(1M),19105,广州天赐高新材料股份有限公司,银行理财产品,自筹资金,公司本身,否
3726,,,,nan天,1000,九江天祺与工商银行东区支行,中国工商银行保本型法人35天稳利人民币理财产品,19105,广州天赐高新材料股份有限公司,银行理财产品,自筹资金,公司本身,否
3727,,,,nan天,600,九江天赐与浦发银行九江支行,上海浦东发展银行利多多对公结构性存款16JG338期,19106,广州天赐高新材料股份有限公司,结构性存款,自筹资金,公司本身,否
3728,,,,nan天,800002709,兴业银行股份有限公司广州环市东支行,兴业银行股份有限公司企业金融结构性存款,19106,广州天赐高新材料股份有限公司,结构性存款,自筹资金,公司本身,否
3729,,,,nan天,1800,九江天赐与兴业银行广州环市东支行,兴业银行股份有限公司企业金融结构性存款,19106,广州天赐高新材料股份有限公司,结构性存款,自筹资金,公司本身,否
3730,,,,nan天,1000,花旗银行(中国)有限公司广州分行,花旗银行(中国)有限公司机构客户理财计划－银行可终止式人民,19106,广州天赐高新材料股份有限公司,银行理财产品,自筹资金,控股参股公司,否
3731,,,,nan天,900,中国工商银行,中国工商银行保本型法人35天稳利人民币理财产品,19107,广州天赐高新材料股份有限公司,银行理财产品,自筹资金,公司本身,否
3732,,,,nan天,1000,花旗银行(中国)有限公司广州分行,花旗银行(中国)有限公司机构客户理财计划－银行可终止式人民,19108,广州天赐高新材料股份有限公司,银行理财产品,自筹资金,公司本身,否
3733,,,,nan天,2000,九江天赐与兴业银行广州环市东支行,兴业银行股份有限公司企业金融结构性存款,19108,广州天赐高新材料股份有限公司,结构性存款,自筹资金,公司本身,否
3734,,,,nan天,600,九江天赐与浦发银行九江支行,上海浦东发展银行利多多对公结构性存款16JG135期,19108,广州天赐高新材料股份有限公司,结构性存款,自筹资金,控股参股公司,否
3735,,,,nan天,1000,中国工商银行,中国工商银行保本型法人35天稳利人民币理财产品,19109,广州天赐高新材料股份有限公司,银行理财产品,自筹资金,控股参股公司,否
3736,,,,nan天,800,兴业银行股份有限公司广州环市东支行,兴业银行股份有限公司企业金融结构性存款,19110,广州天赐高新材料股份有限公司,结构性存款,自筹资金,公司本身,否
3737,,,,nan天,2200002709,九江天赐与兴业银行广州环市东支行,兴业银行股份有限公司企业金融结构性存款,19110,广州天赐高新材料股份有限公司,结构性存款,自筹资金,公司本身,否
3738,,,,nan天,1000,花旗银行(中国)有限公司广州分行,花旗银行(中国)有限公司机构客户理财计划－银行可终止式人民,19110,广州天赐高新材料股份有限公司,银行理财产品,自筹资金,公司本身,否
3739,,,,nan天,700,九江天赐与浦发银行九江支行,上海浦东发展银行利多多对公结构性存款16JG035期,19110,广州天赐高新材料股份有限公司,结构性存款,自筹资金,公司本身,否
3740,,,,nan天,,中国工商银行股份有限公司宁波市分行,中国工商银行保本型随心E法人人民币理财产品,19146,雅戈尔集团股份有限公司,银行理财产品,自筹资金,公司本身,否
3741,,,,nan天,25000,中国工商银行股份有限公司宁波市分行,中国工商银行保本型随心E法人人民币理财产品,19147,雅戈尔集团股份有限公司,银行理财产品,自筹资金,公司本身,否
3742,,,,nan天,50000,中国银行股份有限公司,中银保本理财-人民币按期开放CNYAQKF,19163,中山大洋电机股份有限公司,银行理财产品,自筹资金,控股参股公司,否
3743,,,,nan天,600,兴业银行,兴业银行企业金融结构性存款(封闭式),19165,中山大洋电机股份有限公司,结构性存款,自筹资金,控股参股公司,否
3744,,,,nan天,6000,兴业银行,兴业银行企业金融结构性存款(封闭式),19165,中山大洋电机股份有限公司,结构性存款,自筹资金,公司本身,否
3745,,,,nan天,1000,兴业银行股份有限公司上海分行,上海银行“赢家”货币及债券系列(点滴成金)理财产品,19165,中山大洋电机股份有限公司,银行理财产品,自筹资金,控股参股公司,否
3746,,,,nan天,2500,兴业银行股份有限公司上海分行,上海银行“赢家”货币及债券系列(点滴成金)理财产品,19165,中山大洋电机股份有限公司,银行理财产品,自有资金,公司本身,否
3747,,,,nan天,7800,兴业银行股份有限公司上海分行,上海银行“赢家”货币及债券系列(点滴成金)理财产品,19165,中山大洋电机股份有限公司,银行理财产品,自筹资金,公司本身,否
3748,,,,nan天,5000,中国建设银行股份有限公司,建行“乾元-稳盈”2016年第215期保本型人民币理财产品,19165,中山大洋电机股份有限公司,银行理财产品,自筹资金,公司本身,否
3749,,,,nan天,1360,中国建设银行股份有限公司,建行“乾元-稳盈”2016年第216期保本型人民币理财产品,19165,中山大洋电机股份有限公司,银行理财产品,自筹资金,公司本身,否
3750,,,,nan天,15000,中国银行股份有限公司,中银保本理财-人民币“按期开放”,19166,中山大洋电机股份有限公司,银行理财产品,自筹资金,公司本身,否
3751,,,,nan天,500,兴业银行,兴业银行企业金融结构性存款(封闭式),19167,中山大洋电机股份有限公司,结构性存款,自筹资金,公司本身,否
3752,,,,nan天,6000,兴业银行,兴业银行企业金融结构性存款(封闭式),19167,中山大洋电机股份有限公司,结构性存款,自筹资金,公司本身,否
3753,,,,nan天,500,兴业银行,兴业金雪球-优先2号人民币理财产品,19167,中山大洋电机股份有限公司,银行理财产品,自有资金,公司本身,否
3754,,,,nan天,3600,兴业银行股份有限公司上海分行,上海银行“赢家”货币及债券系列(点滴成金)理财产品,19167,中山大洋电机股份有限公司,银行理财产品,自有资金,公司本身,否
3755,,,,nan天,6700,兴业银行股份有限公司上海分行,上海银行“赢家”货币及债券系列(点滴成金)理财产品,19167,中山大洋电机股份有限公司,银行理财产品,自有资金,公司本身,否
3756,,,,nan天,5000,中国建设银行股份有限公司,建行乾元稳盈2016年第62期固定期限产品,19167,中山大洋电机股份有限公司,银行理财产品,自有资金,公司本身,否
3757,,,,,4000,中国工商银行股份有限公司成都金牛支行,工银理财保本型“随心E”(定向)2017年第3期,19168,成都天奥电子股份有限公司,银行理财产品,自筹资金,公司本身,否
3758,2019-06-11,2019-06-11,,,5000,中信银行股份有限公司成都分行,共赢利率结构26902期人民币结构性存款产品,19169,成都天奥电子股份有限公司,结构性存款,自筹资金,公司本身,否
3759,,,,nan天,4000,中国工商银行股份有限公司成都金牛支行,中国工商银行保本“随心E”二号法人拓户理财产品,19173,,银行理财产品,自筹资金,公司本身,否
3760,2019-01-25,2019-01-25,,,5000,中信银行股份有限公司成都分行,共赢利率结构24435期人民币结构性存款产品,19175,成都天奥电子股份有限公司,结构性存款,自筹资金,公司本身,否
3761,2019-01-11,2019-01-11,,,5000,中信银行股份有限公司成都分行,共赢利率结构24001期人民币结构性存款产品,19176,成都天奥电子股份有限公司,结构性存款,自筹资金,公司本身,否
3762,,,,,5000,中国工商银行股份有限公司成都金牛支行,工银理财保本型“随心E”(定向)2017年第3期,19176,成都天奥电子股份有限公司,银行理财产品,自筹资金,公司本身,否
3763,,,,nan天,3000,中国工商银行股份有限公司成都金牛支行,中国工商银行保本“随心E”二号法人拓户理财产品,19178,成都天奥电子股份有限公司,银行理财产品,自筹资金,公司本身,否
3764,,,,,3000,中国工商银行股份有限公司成都金牛支行,工银理财保本型“随心E”(定向)2017年第3期,19178,成都天奥电子股份有限公司,银行理财产品,自筹资金,公司本身,否
3765,2018-11-30,2018-11-30,,,8000,中信银行股份有限公司成都分行,共赢利率结构23125期人民币结构性存款产品,19179,成都天奥电子股份有限公司,结构性存款,自筹资金,公司本身,否
3766,,,,nan天,9000,广州银行,广州银行“公司红棉理财——97天人民币资产组合计划”,19193,广东广弘控股股份有限公司,银行理财产品,自有资金,公司本身,否
3767,,,,nan天,1000,广州银行,广州银行“公司红棉理财——97天人民币资产组合计划”,19193,广东广弘控股股份有限公司,银行理财产品,自有资金,公司本身,否
3768,,,,nan天,1000,招商银行,天添金稳健型理财计划(9205),19194,广东广弘控股股份有限公司,银行理财产品,自有资金,公司本身,否
3769,,,,nan天,2000,招商银行,点金公司理财之天添金理财计划(9250),19195,广东广弘控股股份有限公司,银行理财产品,自有资金,公司本身,否
3770,,,,nan天,3000,招商银行,天添金进取型理财计划(9290),19195,广东广弘控股股份有限公司,银行理财产品,自有资金,公司本身,否
3771,,,,nan天,1000,招商银行,点金公司理财之天添金B(9250),19197,广东广弘控股股份有限公司,银行理财产品,自有资金,公司本身,否
3772,,,,nan天,5000,广州银行,广州银行“公司红棉理财——99天人民币资产组合计划”,19198,广东广弘控股股份有限公司,银行理财产品,自有资金,公司本身,否
3773,,,,nan天,2000,招商银行,招商银行日益月鑫理财计划B款(90090),19199,广东广弘控股股份有限公司,银行理财产品,自有资金,公司本身,否
3774,,,,nan天,2000,招商银行,招商银行日益月鑫进取型理财计划B款(91090),19199,广东广弘控股股份有限公司,银行理财产品,自有资金,公司本身,否
3775,,,,nan天,1000,招商银行,招商银行日益月鑫理财计划B款(90060),19199,广东广弘控股股份有限公司,银行理财产品,自有资金,公司本身,否
